term;document;value
transitiontransition;25.txt;1
glueglue;25.txt;1
practicepractice;25.txt;1
luckylucky;25.txt;1
membersmembers;25.txt;1
diseasedisease;25.txt;1
fluoroscopyfluoroscopy;25.txt;1
communicationscommunications;25.txt;1
basisbasis;25.txt;1
systemsystem;25.txt;1
northwesternnorthwestern;25.txt;1
sideside;25.txt;1
trainingtraining;25.txt;1
needneed;25.txt;1
repsreps;25.txt;1
surgeonssurgeons;25.txt;1
partnerpartner;25.txt;1
studystudy;25.txt;1
stepstep;25.txt;1
collaboratingcollaborating;25.txt;1
placementsplacements;25.txt;1
sitesite;25.txt;1
specialistspecialist;25.txt;1
formform;25.txt;1
autopilotautopilot;25.txt;1
dayannadayanna;25.txt;1
communicatescommunicates;25.txt;1
patientpatient;25.txt;1
extraordinaireextraordinaire;25.txt;1
duoconnectduoconnect;25.txt;1
patient;26.txt;11
team;26.txt;8
patientpatient;26.txt;7
epic;26.txt;6
clinic;26.txt;6
referred;26.txt;5
movement;26.txt;5
duopa;26.txt;5
titration;26.txt;4
disorder;26.txt;4
dayanna;26.txt;4
ocegueda;26.txt;4
process;26.txt;4
email;26.txt;3
issues;26.txt;3
see;26.txt;3
practice;26.txt;3
forward;26.txt;3
insurance;26.txt;3
approval;26.txt;3
either;26.txt;3
already;26.txt;3
group;26.txt;3
procedure;26.txt;3
neurology;26.txt;3
gi;26.txt;3
practicepractice;26.txt;3
carolyn;26.txt;2
taylor;26.txt;2
neurologists;26.txt;2
frequently;26.txt;2
communicate;26.txt;2
electronic;26.txt;2
medical;26.txt;2
record;26.txt;2
often;26.txt;2
via;26.txt;2
care;26.txt;2
initial;26.txt;2
really;26.txt;2
scheduled;26.txt;2
phone;26.txt;2
year;26.txt;2
discuss;26.txt;2
leonard;26.txt;2
verhagen;26.txt;2
md;26.txt;2
another;26.txt;2
neurologist;26.txt;2
involve;26.txt;2
start;26.txt;2
submitting;26.txt;2
interact;26.txt;2
occur;26.txt;2
support;26.txt;2
tom;26.txt;2
davis;26.txt;2
since;26.txt;2
contact;26.txt;2
interventional;26.txt;2
call;26.txt;2
think;26.txt;2
back;26.txt;2
groupgroup;26.txt;2
processprocess;26.txt;2
interacting;26.txt;1
occurring;26.txt;1
incredibly;26.txt;1
responsive;26.txt;1
np;26.txt;1
surgical;26.txt;1
patients;26.txt;1
disorders;26.txt;1
evaluate;26.txt;1
name;26.txt;1
rn;26.txt;1
msn;26.txt;1
agpcnp-bc;26.txt;1
takes;26.txt;1
consultation;26.txt;1
proceduralist;26.txt;1
visit;26.txt;1
touch;26.txt;1
phases;26.txt;1
initiation;26.txt;1
sandeep;26.txt;1
thakkar;26.txt;1
tube;26.txt;1
placement;26.txt;1
deemed;26.txt;1
good;26.txt;1
candidate;26.txt;1
nurses;26.txt;1
work;26.txt;1
behind;26.txt;1
scenes;26.txt;1
talk;26.txt;1
test;26.txt;1
try;26.txt;1
go;26.txt;1
dinner;26.txt;1
together;26.txt;1
depth;26.txt;1
conversation;26.txt;1
things;26.txt;1
going;26.txt;1
improvements;26.txt;1
need;26.txt;1
made;26.txt;1
phd;26.txt;1
verbally;26.txt;1
intermittently;26.txt;1
regular;26.txt;1
times;26.txt;1
usually;26.txt;1
prior;26.txt;1
peg;26.txt;1
notified;26.txt;1
interaction;26.txt;1
ir;26.txt;1
nursing;26.txt;1
excellent;26.txt;1
goal;26.txt;1
simple;26.txt;1
provide;26.txt;1
efficient;26.txt;1
focused;26.txt;1
expeditious;26.txt;1
fashion;26.txt;1
worked;26.txt;1
far;26.txt;1
likes;26.txt;1
facilitator;26.txt;1
unless;26.txt;1
holding;26.txt;1
meetings;26.txt;1
program;26.txt;1
started;26.txt;1
agree;26.txt;1
largely;26.txt;1
amongst;26.txt;1
nurse;26.txt;1
practitioners;26.txt;1
surgery;26.txt;1
radiology;26.txt;1
every;26.txt;1
extenuating;26.txt;1
circumstance;26.txt;1
radiologist;26.txt;1
directly;26.txt;1
particular;26.txt;1
interacts;26.txt;1
generally;26.txt;1
several;26.txt;1
touchpoints;26.txt;1
throughout;26.txt;1
script;26.txt;1
approved;26.txt;1
pt;26.txt;1
ready;26.txt;1
schedule;26.txt;1
consult;26.txt;1
peg-j;26.txt;1
answer;26.txt;1
consistent;26.txt;1
caitlin;26.txt;1
houghton;26.txt;1
meet;26.txt;1
staff;26.txt;1
majority;26.txt;1
communication;26.txt;1
twice;26.txt;1
sufficient;26.txt;1
selection;26.txt;1
changes;26.txt;1
methods;26.txt;1
tubing;26.txt;1
meeting;26.txt;1
even;26.txt;1
frequent;26.txt;1
appropriate;26.txt;1
critical;26.txt;1
members;26.txt;1
daily;26.txt;1
clinical;26.txt;1
mine;26.txt;1
shows;26.txt;1
solid;26.txt;1
interest;26.txt;1
give;26.txt;1
detailed;26.txt;1
information;26.txt;1
hand;26.txt;1
brochures;26.txt;1
connect;26.txt;1
like;26.txt;1
ask;26.txt;1
discussing;26.txt;1
home;26.txt;1
sure;26.txt;1
want;26.txt;1
move;26.txt;1
sign;26.txt;1
form;26.txt;1
kept;26.txt;1
mobilizer;26.txt;1
us;26.txt;1
collect;26.txt;1
signature;26.txt;1
later;26.txt;1
time;26.txt;1
sees;26.txt;1
calls;26.txt;1
mycharts;26.txt;1
mde;26.txt;1
aware;26.txt;1
decision;26.txt;1
moves;26.txt;1
communications;26.txt;1
day;26.txt;1
pa;26.txt;1
kind;26.txt;1
enough;26.txt;1
stop;26.txt;1
check;26.txt;1
stoma;26.txt;1
issuesissues;26.txt;1
taylortaylor;26.txt;1
neurologistsneurologists;26.txt;1
patientspatients;26.txt;1
rnrn;26.txt;1
agpcnp-bcagpcnp-bc;26.txt;1
epicepic;26.txt;1
touchtouch;26.txt;1
phasesphases;26.txt;1
placementplacement;26.txt;1
nursesnurses;26.txt;1
scenesscenes;26.txt;1
trytry;26.txt;1
dinnerdinner;26.txt;1
thingsthings;26.txt;1
improvementsimprovements;26.txt;1
phdphd;26.txt;1
interactinteract;26.txt;1
occuroccur;26.txt;1
verhagenverhagen;26.txt;1
approvalapproval;26.txt;1
procedureprocedure;26.txt;1
simplesimple;26.txt;1
fashionfashion;26.txt;1
teamteam;26.txt;1
facilitatorfacilitator;26.txt;1
davisdavis;26.txt;1
meetingsmeetings;26.txt;1
programprogram;26.txt;1
communicatecommunicate;26.txt;1
practitionerspractitioners;26.txt;1
everyevery;26.txt;1
circumstancecircumstance;26.txt;1
tomtom;26.txt;1
interactsinteracts;26.txt;1
touchpointstouchpoints;26.txt;1
scriptscript;26.txt;1
titrationtitration;26.txt;1
meetmeet;26.txt;1
communicationcommunication;26.txt;1
changeschanges;26.txt;1
methodsmethods;26.txt;1
membersmembers;26.txt;1
minemine;26.txt;1
duopaduopa;26.txt;1
brochuresbrochures;26.txt;1
askask;26.txt;1
suresure;26.txt;1
movemove;26.txt;1
formform;26.txt;1
signaturesignature;26.txt;1
timetime;26.txt;1
oceguedaocegueda;26.txt;1
callscalls;26.txt;1
movesmoves;26.txt;1
communicationscommunications;26.txt;1
stomastoma;26.txt;1
would;27.txt;5
think;27.txt;4
nurse;27.txt;3
tube;27.txt;3
tubes;27.txt;3
smooth;27.txt;3
time;27.txt;3
gi;27.txt;3
movement;27.txt;3
different;27.txt;3
team;27.txt;3
differently;27.txt;2
duopa;27.txt;2
also;27.txt;2
help;27.txt;2
good;27.txt;2
well;27.txt;2
coordinator;27.txt;2
disorder;27.txt;2
clinic;27.txt;2
scheduling;27.txt;2
phone;27.txt;2
ir;27.txt;2
one;27.txt;2
patient;27.txt;2
post;27.txt;2
treatment;27.txt;2
either;27.txt;2
day;27.txt;2
became;27.txt;2
point;27.txt;2
contact;27.txt;2
timetime;27.txt;2
dayday;27.txt;2
tubestubes;27.txt;2
nothing;27.txt;1
educators;27.txt;1
amazing;27.txt;1
even;27.txt;1
cam;27.txt;1
nmh;27.txt;1
give;27.txt;1
tutorial;27.txt;1
re-fresher;27.txt;1
course;27.txt;1
started;27.txt;1
placing;27.txt;1
practice;27.txt;1
fortunate;27.txt;1
excellent;27.txt;1
surgical;27.txt;1
support;27.txt;1
beginning;27.txt;1
sure;27.txt;1
formal;27.txt;1
training;27.txt;1
managing;27.txt;1
pump;27.txt;1
useful;27.txt;1
went;27.txt;1
quite;27.txt;1
rush;27.txt;1
university;27.txt;1
owe;27.txt;1
dayanna;27.txt;1
ocegueda;27.txt;1
extremely;27.txt;1
organized;27.txt;1
rn;27.txt;1
tony;27.txt;1
helpful;27.txt;1
coordinating;27.txt;1
care;27.txt;1
abbvie;27.txt;1
able;27.txt;1
make;27.txt;1
transition;27.txt;1
blessed;27.txt;1
oiled;27.txt;1
machine;27.txt;1
got;27.txt;1
talked;27.txt;1
pam;27.txt;1
salas;27.txt;1
asked;27.txt;1
things;27.txt;1
going;27.txt;1
end;27.txt;1
said;27.txt;1
word;27.txt;1
fabulous;27.txt;1
certain;27.txt;1
situations;27.txt;1
placement;27.txt;1
initiation;27.txt;1
malfunction;27.txt;1
issues;27.txt;1
hard;27.txt;1
flushing;27.txt;1
getting;27.txt;1
high;27.txt;1
pressure;27.txt;1
signal;27.txt;1
call;27.txt;1
connect;27.txt;1
turn;27.txt;1
let;27.txt;1
us;27.txt;1
know;27.txt;1
maintainenance;27.txt;1
check;27.txt;1
next;27.txt;1
probably;27.txt;1
identified;27.txt;1
colleagues;27.txt;1
interventional;27.txt;1
radiology;27.txt;1
sooner;27.txt;1
early;27.txt;1
patients;27.txt;1
displaced;27.txt;1
taking;27.txt;1
back;27.txt;1
operating;27.txt;1
room;27.txt;1
reposition;27.txt;1
endoscopically;27.txt;1
little;27.txt;1
challenging;27.txt;1
standpoint;27.txt;1
resulted;27.txt;1
additional;27.txt;1
anesthetic;27.txt;1
j-tube;27.txt;1
repositioned;27.txt;1
fluoroscopy;27.txt;1
suite;27.txt;1
anesthesia;27.txt;1
real;27.txt;1
benefit;27.txt;1
overall;27.txt;1
happy;27.txt;1
transitions;27.txt;1
docs;27.txt;1
neurologists;27.txt;1
workflow;27.txt;1
pretty;27.txt;1
successful;27.txt;1
much;27.txt;1
person;27.txt;1
communication;27.txt;1
relationship;27.txt;1
proceduralist;27.txt;1
mds;27.txt;1
key;27.txt;1
pick;27.txt;1
text;27.txt;1
email;27.txt;1
etc;27.txt;1
discuss;27.txt;1
cases;27.txt;1
timely;27.txt;1
manner;27.txt;1
case;27.txt;1
conferences;27.txt;1
monthly;27.txt;1
may;27.txt;1
agree;27.txt;1
comments;27.txt;1
jessica;27.txt;1
karl;27.txt;1
phd;27.txt;1
pa-c;27.txt;1
made;27.txt;1
educatorseducators;27.txt;1
coursecourse;27.txt;1
practicepractice;27.txt;1
supportsupport;27.txt;1
suresure;27.txt;1
trainingtraining;27.txt;1
pumppump;27.txt;1
universityuniversity;27.txt;1
oceguedaocegueda;27.txt;1
helpfulhelpful;27.txt;1
movementmovement;27.txt;1
differentdifferent;27.txt;1
ableable;27.txt;1
transitiontransition;27.txt;1
goodgood;27.txt;1
clinicclinic;27.txt;1
phonephone;27.txt;1
salassalas;27.txt;1
thingsthings;27.txt;1
endend;27.txt;1
issuesissues;27.txt;1
turnturn;27.txt;1
radiologyradiology;27.txt;1
displaceddisplaced;27.txt;1
littlelittle;27.txt;1
standpointstandpoint;27.txt;1
j-tubej-tube;27.txt;1
neurologistsneurologists;27.txt;1
thinkthink;27.txt;1
casescases;27.txt;1
conferencesconferences;27.txt;1
commentscomments;27.txt;1
pa-cpa-c;27.txt;1
tube;28.txt;9
patient;28.txt;8
would;28.txt;5
information;28.txt;5
tubetube;28.txt;5
resource;28.txt;4
proceduralist;28.txt;4
patientpatient;28.txt;4
useful;28.txt;3
think;28.txt;3
helpful;28.txt;3
gi;28.txt;3
procedure;28.txt;3
beneficial;28.txt;3
team;28.txt;3
candidate;28.txt;3
duopa;28.txt;3
md;28.txt;3
also;28.txt;2
know;28.txt;2
existed;28.txt;2
placed;28.txt;2
placing;28.txt;2
vs;28.txt;2
post-tube;28.txt;2
care;28.txt;2
need;28.txt;2
works;28.txt;2
see;28.txt;2
potential;28.txt;2
complications;28.txt;2
harold;28.txt;2
boutte;28.txt;2
jr;28.txt;2
richard;28.txt;2
pierce;28.txt;2
sanjiv;28.txt;2
parikh;28.txt;2
familiar;28.txt;2
piece;28.txt;2
used;28.txt;2
changes;28.txt;2
make;28.txt;2
manages;28.txt;2
neurologist;28.txt;2
determine;28.txt;2
seen;28.txt;2
patients;28.txt;2
discussion;28.txt;2
brochure;28.txt;2
bit;28.txt;2
enough;28.txt;2
helpfulhelpful;28.txt;2
needneed;28.txt;2
piecepiece;28.txt;2
changeschanges;28.txt;2
duopaduopa;28.txt;2
teamteam;28.txt;2
resourceresource;28.txt;2
one;28.txt;1
sense;28.txt;1
provides;28.txt;1
general;28.txt;1
regarding;28.txt;1
without;28.txt;1
going;28.txt;1
detail;28.txt;1
avoid;28.txt;1
confusion;28.txt;1
surgery;28.txt;1
ir;28.txt;1
protocols;28.txt;1
meant;28.txt;1
guide;28.txt;1
standard;28.txt;1
language;28.txt;1
included;28.txt;1
placement;28.txt;1
provided;28.txt;1
well;28.txt;1
flow;28.txt;1
sheet;28.txt;1
neurology;28.txt;1
approved;28.txt;1
resources;28.txt;1
duoconnect;28.txt;1
titration;28.txt;1
pamphlet;28.txt;1
risks;28.txt;1
actual;28.txt;1
pump;28.txt;1
functions;28.txt;1
steps;28.txt;1
needed;28.txt;1
best;28.txt;1
medicine;28.txt;1
needs;28.txt;1
discussing;28.txt;1
expectations;28.txt;1
might;28.txt;1
handled;28.txt;1
phd;28.txt;1
drm;28.txt;1
something;28.txt;1
especially;28.txt;1
showing;28.txt;1
carrying;28.txt;1
cases;28.txt;1
asked;28.txt;1
lot;28.txt;1
may;28.txt;1
give;28.txt;1
sure;28.txt;1
instrumental;28.txt;1
terrific;28.txt;1
love;28.txt;1
access;28.txt;1
consultation;28.txt;1
aware;28.txt;1
curious;28.txt;1
finds;28.txt;1
nice;28.txt;1
assist;28.txt;1
part;28.txt;1
doc;28.txt;1
provide;28.txt;1
confidence;28.txt;1
reinforce;28.txt;1
already;28.txt;1
discussed;28.txt;1
mds;28.txt;1
agree;28.txt;1
tom;28.txt;1
davis;28.txt;1
time;28.txt;1
comes;28.txt;1
require;28.txt;1
convincing;28.txt;1
point;28.txt;1
view;28.txt;1
seem;28.txt;1
focused;28.txt;1
therapy;28.txt;1
good;28.txt;1
convince;28.txt;1
telling;28.txt;1
expect;28.txt;1
usefuluseful;28.txt;1
sensesense;28.txt;1
informationinformation;28.txt;1
irir;28.txt;1
protocolsprotocols;28.txt;1
languagelanguage;28.txt;1
placementplacement;28.txt;1
neurologyneurology;28.txt;1
resourcesresources;28.txt;1
risksrisks;28.txt;1
stepssteps;28.txt;1
thinkthink;28.txt;1
proceduralistproceduralist;28.txt;1
managesmanages;28.txt;1
jrjr;28.txt;1
patientspatients;28.txt;1
casescases;28.txt;1
lotlot;28.txt;1
suresure;28.txt;1
discussiondiscussion;28.txt;1
terrificterrific;28.txt;1
docdoc;28.txt;1
reinforcereinforce;28.txt;1
mdsmds;28.txt;1
brochurebrochure;28.txt;1
goodgood;28.txt;1
resource;29.txt;11
team;29.txt;10
would;29.txt;9
think;29.txt;8
new;29.txt;8
resourceresource;29.txt;8
treatment;29.txt;7
meeting;29.txt;5
useful;29.txt;5
teamteam;29.txt;5
tube;29.txt;4
like;29.txt;4
placemat;29.txt;4
seem;29.txt;4
patient;29.txt;4
teams;29.txt;4
discuss;29.txt;4
used;29.txt;4
teamsteams;29.txt;4
know;29.txt;3
patients;29.txt;3
thank;29.txt;3
see;29.txt;3
could;29.txt;3
complicated;29.txt;3
responsibilities;29.txt;3
evolving;29.txt;3
management;29.txt;3
topics;29.txt;3
helpful;29.txt;3
something;29.txt;3
use;29.txt;3
seems;29.txt;3
always;29.txt;3
try;29.txt;3
therapy;29.txt;3
agree;29.txt;3
established;29.txt;3
regularly;29.txt;3
meet;29.txt;3
program;29.txt;3
duopa;29.txt;3
opportunity;29.txt;3
including;29.txt;3
patientspatients;29.txt;3
responsibilitiesresponsibilities;29.txt;3
topicstopics;29.txt;3
somethingsomething;29.txt;3
programprogram;29.txt;3
available;29.txt;2
placement;29.txt;2
well;29.txt;2
probably;29.txt;2
continue;29.txt;2
doctor;29.txt;2
seen;29.txt;2
contact;29.txt;2
surgery;29.txt;2
problems;29.txt;2
simpler;29.txt;2
make;29.txt;2
view;29.txt;2
big;29.txt;2
deal;29.txt;2
likely;29.txt;2
jessica;29.txt;2
karl;29.txt;2
geared;29.txt;2
towards;29.txt;2
getting;29.txt;2
started;29.txt;2
rush;29.txt;2
refine;29.txt;2
participated;29.txt;2
using;29.txt;2
future;29.txt;2
neuro;29.txt;2
gi;29.txt;2
several;29.txt;2
years;29.txt;2
ago;29.txt;2
prior;29.txt;2
development;29.txt;2
unfortunately;29.txt;2
together;29.txt;2
neurologist;29.txt;2
proceduralist;29.txt;2
due;29.txt;2
part;29.txt;2
pandemic;29.txt;2
may;29.txt;2
nice;29.txt;2
roles;29.txt;2
workflow;29.txt;2
never;29.txt;2
point;29.txt;2
percutaneous;29.txt;2
also;29.txt;2
starting;29.txt;2
placematplacemat;29.txt;2
doctordoctor;29.txt;2
problemsproblems;29.txt;2
simplersimpler;29.txt;2
therapytherapy;29.txt;2
yearsyears;29.txt;2
opportunityopportunity;29.txt;2
even;29.txt;1
request;29.txt;1
copies;29.txt;1
language;29.txt;1
regarding;29.txt;1
care;29.txt;1
review;29.txt;1
upon;29.txt;1
discharge;29.txt;1
tom;29.txt;1
davis;29.txt;1
comments;29.txt;1
received;29.txt;1
definitely;29.txt;1
overly;29.txt;1
annual;29.txt;1
semi-annual;29.txt;1
members;29.txt;1
vanderbilt;29.txt;1
dedicated;29.txt;1
discussing;29.txt;1
already;29.txt;1
abbvie;29.txt;1
host;29.txt;1
phd;29.txt;1
pa-c;29.txt;1
incorporate;29.txt;1
partnerships;29.txt;1
physicians;29.txt;1
supportive;29.txt;1
staff;29.txt;1
happened;29.txt;1
organically;29.txt;1
start;29.txt;1
conversation;29.txt;1
center;29.txt;1
issue;29.txt;1
arises;29.txt;1
prevent;29.txt;1
perhaps;29.txt;1
personally;29.txt;1
believe;29.txt;1
movement;29.txt;1
disorder;29.txt;1
person;29.txt;1
segment;29.txt;1
plan;29.txt;1
notice;29.txt;1
everywhere;29.txt;1
described;29.txt;1
endoscopic;29.txt;1
peg-j;29.txt;1
interventional;29.txt;1
radiologist;29.txt;1
performing;29.txt;1
procedure;29.txt;1
worthwhile;29.txt;1
ir;29.txt;1
pull;29.txt;1
gastro-j;29.txt;1
aware;29.txt;1
though;29.txt;1
utilize;29.txt;1
format;29.txt;1
programs;29.txt;1
fit;29.txt;1
need;29.txt;1
good;29.txt;1
players;29.txt;1
different;29.txt;1
disciplines;29.txt;1
one;29.txt;1
dinner;29.txt;1
meetings;29.txt;1
issues;29.txt;1
importantly;29.txt;1
show;29.txt;1
appreciation;29.txt;1
involved;29.txt;1
renew;29.txt;1
engagement;29.txt;1
parties;29.txt;1
languagelanguage;29.txt;1
carecare;29.txt;1
commentscomments;29.txt;1
membersmembers;29.txt;1
hosthost;29.txt;1
jessicajessica;29.txt;1
duopaduopa;29.txt;1
agreeagree;29.txt;1
physiciansphysicians;29.txt;1
staffstaff;29.txt;1
workflowworkflow;29.txt;1
rolesroles;29.txt;1
centercenter;29.txt;1
issueissue;29.txt;1
karlkarl;29.txt;1
personperson;29.txt;1
planplan;29.txt;1
tubetube;29.txt;1
procedureprocedure;29.txt;1
availableavailable;29.txt;1
formatformat;29.txt;1
programsprograms;29.txt;1
needneed;29.txt;1
placementplacement;29.txt;1
disciplinesdisciplines;29.txt;1
meetingsmeetings;29.txt;1
issuesissues;29.txt;1
appreciationappreciation;29.txt;1
patient;3.txt;6
use;3.txt;3
success;3.txt;3
product;3.txt;3
successsuccess;3.txt;3
starter;3.txt;2
kits;3.txt;2
kit;3.txt;2
right;3.txt;2
allows;3.txt;2
depends;3.txt;2
patientpatient;3.txt;2
kitkit;3.txt;2
instructions;3.txt;1
tool;3.txt;1
logging;3.txt;1
fingersticks;3.txt;1
free;3.txt;1
needles;3.txt;1
pen;3.txt;1
act;3.txt;1
like;3.txt;1
hit;3.txt;1
jackpot;3.txt;1
never;3.txt;1
used;3.txt;1
yes;3.txt;1
type;3.txt;1
great;3.txt;1
represents;3.txt;1
contains;3.txt;1
everything;3.txt;1
make;3.txt;1
successful;3.txt;1
believe;3.txt;1
receipt;3.txt;1
however;3.txt;1
message;3.txt;1
way;3.txt;1
depend;3.txt;1
patient-dependent;3.txt;1
comfortable;3.txt;1
see;3.txt;1
need;3.txt;1
daily;3.txt;1
general;3.txt;1
think;3.txt;1
help;3.txt;1
least;3.txt;1
initially;3.txt;1
follow-through;3.txt;1
long;3.txt;1
term;3.txt;1
always;3.txt;1
challenge;3.txt;1
perhaps;3.txt;1
would;3.txt;1
helpful;3.txt;1
patients;3.txt;1
include;3.txt;1
information;3.txt;1
could;3.txt;1
touch;3.txt;1
point;3.txt;1
months;3.txt;1
later;3.txt;1
abbott;3.txt;1
instructionsinstructions;3.txt;1
tooltool;3.txt;1
needlesneedles;3.txt;1
actact;3.txt;1
jackpotjackpot;3.txt;1
everythingeverything;3.txt;1
successfulsuccessful;3.txt;1
productproduct;3.txt;1
rightright;3.txt;1
patientspatients;3.txt;1
informationinformation;3.txt;1
monthsmonths;3.txt;1
patients;30.txt;17
duopa;30.txt;14
clinic;30.txt;12
movement;30.txt;11
patient;30.txt;10
patientspatients;30.txt;10
therapies;30.txt;7
advanced;30.txt;6
provider;30.txt;6
see;30.txt;6
nurse;30.txt;5
team;30.txt;5
abbvie;30.txt;5
disorders;30.txt;5
procedure;30.txt;5
therapiestherapies;30.txt;5
would;30.txt;4
dbs;30.txt;4
think;30.txt;4
long;30.txt;4
surgery;30.txt;4
disorder;30.txt;4
patientpatient;30.txt;4
educator;30.txt;3
role;30.txt;3
providers;30.txt;3
willing;30.txt;3
consider;30.txt;3
keep;30.txt;3
term;30.txt;3
relationship;30.txt;3
np;30.txt;3
general;30.txt;3
also;30.txt;3
titration;30.txt;3
tom;30.txt;3
davis;30.txt;3
prior;30.txt;3
nps;30.txt;3
often;30.txt;3
referred;30.txt;3
us;30.txt;3
providersproviders;30.txt;3
willingwilling;30.txt;3
procedureprocedure;30.txt;3
clinicclinic;30.txt;3
important;30.txt;2
play;30.txt;2
vanderbilt;30.txt;2
inject;30.txt;2
botulinum;30.txt;2
toxin;30.txt;2
manage;30.txt;2
apomorphine;30.txt;2
candidates;30.txt;2
offered;30.txt;2
pa;30.txt;2
helpful;30.txt;2
managing;30.txt;2
urgencies;30.txt;2
occur;30.txt;2
may;30.txt;2
continue;30.txt;2
specialist;30.txt;2
consult;30.txt;2
peg-j;30.txt;2
scheduler;30.txt;2
neurologist;30.txt;2
rn;30.txt;2
neurology;30.txt;2
jessica;30.txt;2
karl;30.txt;2
phd;30.txt;2
pa-c;30.txt;2
part;30.txt;2
ir;30.txt;2
imaging;30.txt;2
treatment;30.txt;2
performed;30.txt;2
seen;30.txt;2
morning;30.txt;2
surgical;30.txt;2
abdominal;30.txt;2
tube;30.txt;2
come;30.txt;2
pulled;30.txt;2
fraint;30.txt;2
decision;30.txt;2
actually;30.txt;2
comment;30.txt;2
therapy;30.txt;2
going;30.txt;2
like;30.txt;2
original;30.txt;2
candidatescandidates;30.txt;2
dbsdbs;30.txt;2
helpfulhelpful;30.txt;2
urgenciesurgencies;30.txt;2
disordersdisorders;30.txt;2
karlkarl;30.txt;2
surgerysurgery;30.txt;2
fraintfraint;30.txt;2
decisiondecision;30.txt;2
davisdavis;30.txt;2
providerprovider;30.txt;2
therapytherapy;30.txt;2
argue;30.txt;1
plays;30.txt;1
list;30.txt;1
standard;30.txt;1
facilitate;30.txt;1
communication;30.txt;1
everyone;30.txt;1
reflected;30.txt;1
resource;30.txt;1
though;30.txt;1
situations;30.txt;1
wish;30.txt;1
initial;30.txt;1
rather;30.txt;1
exclusively;30.txt;1
proceduralist;30.txt;1
side;30.txt;1
gi;30.txt;1
lab;30.txt;1
frequent;30.txt;1
contact;30.txt;1
rep;30.txt;1
manager;30.txt;1
arrange;30.txt;1
scheduling;30.txt;1
medications;30.txt;1
approved;30.txt;1
aside;30.txt;1
members;30.txt;1
already;30.txt;1
listed;30.txt;1
include;30.txt;1
helps;30.txt;1
process;30.txt;1
agree;30.txt;1
every;30.txt;1
visit;30.txt;1
setting;30.txt;1
contacts;30.txt;1
sends;30.txt;1
note;30.txt;1
substantiate;30.txt;1
complete;30.txt;1
preprocedure;30.txt;1
evaluation;30.txt;1
clinical;30.txt;1
exam;30.txt;1
review;30.txt;1
pertinent;30.txt;1
need;30.txt;1
request;30.txt;1
ensure;30.txt;1
safe;30.txt;1
window;30.txt;1
preauthorization;30.txt;1
scheduled;30.txt;1
usually;30.txt;1
week;30.txt;1
time;30.txt;1
frame;30.txt;1
anesthesia;30.txt;1
suite;30.txt;1
best;30.txt;1
accomodate;30.txt;1
requests;30.txt;1
successfully;30.txt;1
tuesday;30.txt;1
friday;30.txt;1
echo;30.txt;1
caitlin;30.txt;1
houghton;30.txt;1
md;30.txt;1
fortunately;30.txt;1
excellent;30.txt;1
practitioners;30.txt;1
particularly;30.txt;1
complex;30.txt;1
terms;30.txt;1
generally;30.txt;1
well;30.txt;1
placement;30.txt;1
however;30.txt;1
minimal;30.txt;1
seem;30.txt;1
relatively;30.txt;1
straightforward;30.txt;1
put;30.txt;1
schedule;30.txt;1
meet;30.txt;1
day;30.txt;1
postoperatively;30.txt;1
malfunctions;30.txt;1
first;30.txt;1
evaluated;30.txt;1
necessary;30.txt;1
hardware;30.txt;1
replace;30.txt;1
connectors;30.txt;1
reinsert;30.txt;1
tubes;30.txt;1
small;30.txt;1
degree;30.txt;1
j-tube;30.txt;1
significant;30.txt;1
amount;30.txt;1
order;30.txt;1
kub;30.txt;1
refer;30.txt;1
interventional;30.txt;1
radiologist;30.txt;1
needed;30.txt;1
northwestern;30.txt;1
particular;30.txt;1
avram;30.txt;1
take;30.txt;1
management;30.txt;1
proceed;30.txt;1
although;30.txt;1
dr;30.txt;1
takes;30.txt;1
care;30.txt;1
referring;30.txt;1
specialists;30.txt;1
involved;30.txt;1
making;30.txt;1
answering;30.txt;1
questions;30.txt;1
proceeds;30.txt;1
established;30.txt;1
critical;30.txt;1
move;30.txt;1
forward;30.txt;1
runs;30.txt;1
similar;30.txt;1
roles;30.txt;1
years;30.txt;1
shame;30.txt;1
additional;30.txt;1
services;30.txt;1
certain;30.txt;1
centers;30.txt;1
require;30.txt;1
standardization;30.txt;1
interesting;30.txt;1
thanks;30.txt;1
regarding;30.txt;1
neuro;30.txt;1
mds;30.txt;1
reluctant;30.txt;1
start;30.txt;1
easily;30.txt;1
managed;30.txt;1
gn;30.txt;1
comfortable;30.txt;1
knew;30.txt;1
simply;30.txt;1
center;30.txt;1
completed;30.txt;1
return;30.txt;1
standing;30.txt;1
physician;30.txt;1
in-clinic;30.txt;1
rush;30.txt;1
different;30.txt;1
model;30.txt;1
one;30.txt;1
described;30.txt;1
within;30.txt;1
practice;30.txt;1
mostly;30.txt;1
stabilized;30.txt;1
stay;30.txt;1
option;30.txt;1
back;30.txt;1
specific;30.txt;1
infusion;30.txt;1
issue;30.txt;1
alternate;30.txt;1
visits;30.txt;1
person;30.txt;1
listlist;30.txt;1
teamteam;30.txt;1
resourceresource;30.txt;1
abbvieabbvie;30.txt;1
arrangearrange;30.txt;1
medicationsmedications;30.txt;1
membersmembers;30.txt;1
rnrn;30.txt;1
processprocess;30.txt;1
visitvisit;30.txt;1
contactscontacts;30.txt;1
schedulerscheduler;30.txt;1
