term;document_corpus;value
patient;34.txt_adboard_data;0.002266794182054097
provider;1.txt_adboard_data;0.004356969563533005
terrificterrific;28.txt_adboard_data;0.013753970617423363
due;29.txt_adboard_data;0.009878564104554965
something;8.txt_adboard_data;0.0024626006197609987
slide;32.txt_adboard_data;0.01016978076142883
fluctuators;18.txt_adboard_data;0.009558306601722666
general;36.txt_adboard_data;0.003863955341867657
flavors;11.txt_adboard_data;0.011080338042526262
abbvie;18.txt_adboard_data;0.007776363398204477
teamteam;24.txt_adboard_data;0.0011415752214484322
thank;29.txt_adboard_data;0.012448323363725314
think;34.txt_adboard_data;0.001189510319343272
diabeticsdiabetics;4.txt_adboard_data;0.016873882045499233
piecepiece;28.txt_adboard_data;0.019370072429897762
outpatient;23.txt_adboard_data;0.008097653850252982
intermittent;13.txt_adboard_data;0.008799933807356181
dinner;29.txt_adboard_data;0.006138403234826756
us;30.txt_adboard_data;0.006455334940015625
phdphd;26.txt_adboard_data;0.0051445822842792355
ones;36.txt_adboard_data;0.013305836502838602
prevails;21.txt_adboard_data;0.015219557650427493
regulatory;18.txt_adboard_data;0.009558306601722666
timestimes;24.txt_adboard_data;0.0024437094548093547
proficient;24.txt_adboard_data;0.0030045081445827736
varies;20.txt_adboard_data;0.013503898424379301
interventional;21.txt_adboard_data;0.005392118007811218
friendsfriends;10.txt_adboard_data;0.02813312171745688
good;27.txt_adboard_data;0.004516233209180922
kind;33.txt_adboard_data;0.008097653850252982
willing;25.txt_adboard_data;0.003944538484041385
enticement;7.txt_adboard_data;0.018545814028625516
like;29.txt_adboard_data;0.0032514200630782515
tube;18.txt_adboard_data;0.002785945324835733
medicationsmedications;16.txt_adboard_data;0.0028205551665820474
confidence;21.txt_adboard_data;0.010717048270640156
something;0.txt_adboard_data;0.004775621053729107
point;27.txt_adboard_data;0.007855639575016388
adjustmentsadjustments;31.txt_adboard_data;0.005713187794929704
resources;0.txt_adboard_data;0.007262802333442097
treatment;27.txt_adboard_data;0.01184646476068819
setting;34.txt_adboard_data;0.007972438347671336
getting;5.txt_adboard_data;0.0021310254345877013
reading;8.txt_adboard_data;0.0023074292483914152
monitoring;20.txt_adboard_data;0.013503898424379301
free;3.txt_adboard_data;0.021041341542702076
upon;29.txt_adboard_data;0.007090199263249677
likes;26.txt_adboard_data;0.009079638304900509
walls;5.txt_adboard_data;0.008635538796231603
problemsproblems;34.txt_adboard_data;0.012830086306525655
beginning;33.txt_adboard_data;0.005641110333164095
occurring;26.txt_adboard_data;0.009079638304900509
single;0.txt_adboard_data;0.016504764740908034
practice;38.txt_adboard_data;0.013026502909959775
different;36.txt_adboard_data;0.0019319776709338285
website;11.txt_adboard_data;0.006425201226135968
tubetube;36.txt_adboard_data;0.004143867764200475
code;8.txt_adboard_data;0.009229716993565661
therapiestherapies;18.txt_adboard_data;0.006658652386931036
teamteam;32.txt_adboard_data;0.004750797891280343
proceduralist;32.txt_adboard_data;0.004429888194969486
numbernumber;8.txt_adboard_data;0.003995354893867376
patient;28.txt_adboard_data;0.007343293745320926
numbernumber;21.txt_adboard_data;0.010717048270640156
several;26.txt_adboard_data;0.0051445822842792355
duopaduopa;31.txt_adboard_data;0.0018902544875635497
small;30.txt_adboard_data;0.0036849985188620094
problem;4.txt_adboard_data;0.006500775713922953
side;30.txt_adboard_data;0.003095730153500866
seems;16.txt_adboard_data;0.0023695199968485183
snacksnack;4.txt_adboard_data;0.01037310633157628
adding;0.txt_adboard_data;0.011622043457938658
much;24.txt_adboard_data;0.0015109942071504657
questions;0.txt_adboard_data;0.006271053216490054
start;16.txt_adboard_data;0.005674210350041268
arises;29.txt_adboard_data;0.008717305320902131
needs;23.txt_adboard_data;0.0047390399936970366
observation;5.txt_adboard_data;0.011207513492186873
complete;7.txt_adboard_data;0.010006999813547957
fit;35.txt_adboard_data;0.011242887466591387
repsreps;25.txt_adboard_data;0.006294189943566624
meetingmeeting;17.txt_adboard_data;0.018618221644675338
like;21.txt_adboard_data;0.0014191649045812858
specific;24.txt_adboard_data;0.0037172255962549224
critical;26.txt_adboard_data;0.005690165539326203
np;14.txt_adboard_data;0.01860696755419994
stepstep;34.txt_adboard_data;0.009208612457757203
providers;30.txt_adboard_data;0.0052829520084173255
everyoneeveryone;8.txt_adboard_data;0.003995354893867376
disordersdisorders;30.txt_adboard_data;0.010579421667756087
though;30.txt_adboard_data;0.004579614322305075
person;9.txt_adboard_data;0.006877980294866893
since;21.txt_adboard_data;0.005392118007811218
managed;30.txt_adboard_data;0.00650362883836131
medication;31.txt_adboard_data;0.005913269530696162
local;25.txt_adboard_data;0.003257309487247886
support;36.txt_adboard_data;0.0015778483657695288
mochamocha;4.txt_adboard_data;0.02074621266315256
recall;16.txt_adboard_data;0.0049779786416947825
together;34.txt_adboard_data;0.00585918474840321
weight;8.txt_adboard_data;0.0032148726574029144
surg;21.txt_adboard_data;0.015219557650427493
nervous;23.txt_adboard_data;0.009955957283389565
product;4.txt_adboard_data;0.037752289346590445
script;16.txt_adboard_data;0.0028205551665820474
providers;34.txt_adboard_data;0.0030656154439088344
timetime;39.txt_adboard_data;0.012711594357750109
personally;38.txt_adboard_data;0.00951392374988244
moving;32.txt_adboard_data;0.02033956152285766
quick;33.txt_adboard_data;0.015456937781310345
insightfulinsightful;19.txt_adboard_data;0.007016085682100726
even;27.txt_adboard_data;0.005511667866055711
re-enforced;32.txt_adboard_data;0.012503609652203056
productproduct;5.txt_adboard_data;0.007853359779463425
mine;26.txt_adboard_data;0.006393544689575056
4-8;22.txt_adboard_data;0.008862940493327705
corporate;19.txt_adboard_data;0.004313091831247744
pretty;0.txt_adboard_data;0.007856275189551086
high;13.txt_adboard_data;0.011029752159167855
etc;27.txt_adboard_data;0.0051393624761950675
vanderbilt;29.txt_adboard_data;0.005463093205597224
tube;32.txt_adboard_data;0.026677537049942173
significantly;24.txt_adboard_data;0.0037658215300718726
feelfeel;7.txt_adboard_data;0.029845874528655423
patientspatients;26.txt_adboard_data;0.0007637522861666319
day;13.txt_adboard_data;0.006235435042208234
requestsrequests;30.txt_adboard_data;0.00650362883836131
sampling;5.txt_adboard_data;0.02755897637628429
sessions;8.txt_adboard_data;0.0023074292483914152
primarily;12.txt_adboard_data;0.030690678237225686
rightright;3.txt_adboard_data;0.02614959778036198
fraint;30.txt_adboard_data;0.006731392635643618
daily;13.txt_adboard_data;0.003593240496132911
thought;14.txt_adboard_data;0.02022960628922371
experience;4.txt_adboard_data;0.003941304395838721
definitely;4.txt_adboard_data;0.0049376031219245655
expertsexperts;25.txt_adboard_data;0.006294189943566624
box;6.txt_adboard_data;0.023578235344154336
provider;24.txt_adboard_data;0.0009940658712915109
experience;31.txt_adboard_data;0.00868299676129392
standard;32.txt_adboard_data;0.014169253564109141
answer;2.txt_adboard_data;0.010278724952390135
coordinationcoordination;20.txt_adboard_data;0.013503898424379301
durbin;20.txt_adboard_data;0.021966726444686273
based;16.txt_adboard_data;0.006158834902106011
efficient;31.txt_adboard_data;0.0035804272393606417
mostly;36.txt_adboard_data;0.003417441564734827
resources;16.txt_adboard_data;0.0021905234919899087
therapies;21.txt_adboard_data;0.006697256250100295
comes;40.txt_adboard_data;0.023990456679231175
people;8.txt_adboard_data;0.00804080546313789
something;33.txt_adboard_data;0.02016515592392317
regarding;30.txt_adboard_data;0.0021517783133385418
outcomes;21.txt_adboard_data;0.010717048270640156
surveyssurveys;7.txt_adboard_data;0.02142145309322243
questionquestion;20.txt_adboard_data;0.012855723037447232
take;11.txt_adboard_data;0.006425201226135968
hearing;19.txt_adboard_data;0.007016085682100726
important;17.txt_adboard_data;0.012130779914944708
commentscomments;1.txt_adboard_data;0.004356969563533005
satiety;5.txt_adboard_data;0.013779488188142145
questionquestion;8.txt_adboard_data;0.004051173226086313
agpcnp-bc;31.txt_adboard_data;0.002719479873306145
practitioners;6.txt_adboard_data;0.006100992372940485
creditcredit;36.txt_adboard_data;0.00545311610382424
kickoff;17.txt_adboard_data;0.029708576533634463
willing;36.txt_adboard_data;0.003417441564734827
dinner;24.txt_adboard_data;0.0042313265016766955
generally;23.txt_adboard_data;0.0062393504171164
regarding;0.txt_adboard_data;0.0054607351862947
studies;4.txt_adboard_data;0.07261174432103396
perhaps;12.txt_adboard_data;0.011661049369506299
specificspecific;16.txt_adboard_data;0.0049779786416947825
precautions;23.txt_adboard_data;0.009955957283389565
dayannadayanna;25.txt_adboard_data;0.004432135217010505
credit;36.txt_adboard_data;0.0044352788342795334
ideas;40.txt_adboard_data;0.01763130823372709
proceduralist;25.txt_adboard_data;0.0022299606676371817
samples;9.txt_adboard_data;0.028769649662818156
play;30.txt_adboard_data;0.00915922864461015
pouch;0.txt_adboard_data;0.013424110605086055
sufficientsufficient;17.txt_adboard_data;0.029708576533634463
communication;31.txt_adboard_data;0.010853745951617401
mind;14.txt_adboard_data;0.024497660058783337
irir;22.txt_adboard_data;0.005021799890859684
effectiveeffective;1.txt_adboard_data;0.013168695272001091
safety;23.txt_adboard_data;0.009955957283389565
board;19.txt_adboard_data;0.00446414076068816
slide-rule;12.txt_adboard_data;0.030690678237225686
monthly;31.txt_adboard_data;0.004646807517145173
availableavailable;32.txt_adboard_data;0.015671903741309206
taylor;36.txt_adboard_data;0.0047992085903802405
actually;9.txt_adboard_data;0.005753929932563631
proceed;30.txt_adboard_data;0.0036849985188620094
representative;18.txt_adboard_data;0.0331007566840025
instruction;2.txt_adboard_data;0.029012281771127406
carb;12.txt_adboard_data;0.0216112378350099
availability;20.txt_adboard_data;0.016925656040613943
gastric;21.txt_adboard_data;0.015219557650427493
challenge;3.txt_adboard_data;0.021041341542702076
pandemic;35.txt_adboard_data;0.012632655932542019
try;13.txt_adboard_data;0.004459636703623349
interfere;13.txt_adboard_data;0.017599867614712363
lifestylelifestyle;13.txt_adboard_data;0.008799933807356181
frequentfrequent;20.txt_adboard_data;0.027007796848758602
problems;25.txt_adboard_data;0.003257309487247886
product;14.txt_adboard_data;0.012933320178066393
per;35.txt_adboard_data;0.014591424570745712
cost;5.txt_adboard_data;0.0043177693981158016
helps;30.txt_adboard_data;0.0036849985188620094
ways;36.txt_adboard_data;0.0038398821997594683
group;19.txt_adboard_data;0.002053033586119622
commercial;24.txt_adboard_data;0.0024437094548093547
may;7.txt_adboard_data;0.010182124725536408
think;32.txt_adboard_data;0.0008757786414020051
however;35.txt_adboard_data;0.005548901977018217
hourshours;23.txt_adboard_data;0.014021232053813395
neurologyneurology;34.txt_adboard_data;0.007095358858489077
disorders;30.txt_adboard_data;0.018424992594310047
family;13.txt_adboard_data;0.008377544633407558
sorts;9.txt_adboard_data;0.03335543772488899
understand;13.txt_adboard_data;0.003872347215697801
looks;8.txt_adboard_data;0.0028369534504998533
within;24.txt_adboard_data;0.0014301471825639116
motivation;22.txt_adboard_data;0.006240954124191404
reprep;1.txt_adboard_data;0.013168695272001091
patient;3.txt_adboard_data;0.014870169834274876
need;13.txt_adboard_data;0.005852134896740353
roomroom;6.txt_adboard_data;0.011789117672077168
practice;31.txt_adboard_data;0.006072354433412018
agree;5.txt_adboard_data;0.0023099429066641627
yesyes;17.txt_adboard_data;0.018618221644675338
discussing;26.txt_adboard_data;0.006393544689575056
pa-c;19.txt_adboard_data;0.0030561598000137915
given;20.txt_adboard_data;0.006988409445368192
trying;5.txt_adboard_data;0.0039037739411321103
give;32.txt_adboard_data;0.005105547102249456
yes;5.txt_adboard_data;0.0042620508691754025
salassalas;27.txt_adboard_data;0.014506140885563703
documentationdocumentation;11.txt_adboard_data;0.01279841053451001
based;22.txt_adboard_data;0.005482685962972654
topics;29.txt_adboard_data;0.026151915962706395
technology;19.txt_adboard_data;0.005405987701705963
allow;36.txt_adboard_data;0.0044352788342795334
questionquestion;15.txt_adboard_data;0.02561828866157963
avram;24.txt_adboard_data;0.009254784526837626
staystay;0.txt_adboard_data;0.016504764740908034
section;10.txt_adboard_data;0.019810301348759076
aspect;25.txt_adboard_data;0.004432135217010505
clear;24.txt_adboard_data;0.0017023739112218507
technology;8.txt_adboard_data;0.005333715138848932
karl;19.txt_adboard_data;0.011471438810652539
better;13.txt_adboard_data;0.002546243452817652
believe;31.txt_adboard_data;0.002024118144470673
challenges;24.txt_adboard_data;0.0017023739112218507
diseasedisease;24.txt_adboard_data;0.0042313265016766955
abilityability;39.txt_adboard_data;0.02721103501030957
clinical;25.txt_adboard_data;0.005992074297115235
dayday;39.txt_adboard_data;0.017313627004290566
carolyn;25.txt_adboard_data;0.007710241471363161
thanksthanks;11.txt_adboard_data;0.007490092871394045
msn;26.txt_adboard_data;0.0034498459014920832
another;26.txt_adboard_data;0.007990858313078103
commented;8.txt_adboard_data;0.006922287745174246
lot;25.txt_adboard_data;0.006514618974495772
nice;8.txt_adboard_data;0.0021558242531860383
orderorder;36.txt_adboard_data;0.0038398821997594683
radiology;27.txt_adboard_data;0.008219274040117998
along;18.txt_adboard_data;0.008275189171000626
towards;18.txt_adboard_data;0.007364802865773472
desiredesire;13.txt_adboard_data;0.008799933807356181
usually;22.txt_adboard_data;0.016875054106434317
see;33.txt_adboard_data;0.0022398670278819238
goes;36.txt_adboard_data;0.0044352788342795334
decision;30.txt_adboard_data;0.00915922864461015
ryan;38.txt_adboard_data;0.03676804026439909
option;8.txt_adboard_data;0.013213379203427253
soft-sided;0.txt_adboard_data;0.016504764740908034
decadesdecades;24.txt_adboard_data;0.0030045081445827736
schedules;13.txt_adboard_data;0.007157404943470054
consider;8.txt_adboard_data;0.015981419575469506
troubleshooting;19.txt_adboard_data;0.003037119370541461
absorption;24.txt_adboard_data;0.0030045081445827736
advanced;24.txt_adboard_data;0.005107121733665552
takes;26.txt_adboard_data;0.006393544689575056
companies;12.txt_adboard_data;0.01923370004615221
used;36.txt_adboard_data;0.003863955341867657
ever;24.txt_adboard_data;0.0037658215300718726
individuals;8.txt_adboard_data;0.009229716993565661
chance;9.txt_adboard_data;0.007829220892323947
therapy;34.txt_adboard_data;0.0037459311491350837
self;10.txt_adboard_data;0.02813312171745688
left;39.txt_adboard_data;0.02721103501030957
languagelanguage;28.txt_adboard_data;0.009685036214948881
pressure;27.txt_adboard_data;0.014506140885563703
way;17.txt_adboard_data;0.010525414351247498
therapies;30.txt_adboard_data;0.020033123774380567
service;8.txt_adboard_data;0.0046148584967828305
eyes;2.txt_adboard_data;0.029012281771127406
mds;27.txt_adboard_data;0.008219274040117998
leaksleaks;24.txt_adboard_data;0.0030045081445827736
fluoroscopy;27.txt_adboard_data;0.011798534711501416
description;33.txt_adboard_data;0.008097653850252982
actually;2.txt_adboard_data;0.03002832183556645
people;39.txt_adboard_data;0.023705888178485356
nurse;33.txt_adboard_data;0.0028807365605604536
candidates;24.txt_adboard_data;0.0037658215300718726
patient-kitpatient-kit;1.txt_adboard_data;0.026337390544002182
floor;11.txt_adboard_data;0.03147094971783312
seamlessly;31.txt_adboard_data;0.005713187794929704
educatoreducator;37.txt_adboard_data;0.37356568257659967
jessica;16.txt_adboard_data;0.007054567259549262
referral;34.txt_adboard_data;0.009208612457757203
pharmacy;2.txt_adboard_data;0.029012281771127406
problemproblem;4.txt_adboard_data;0.007304356921888821
constraints;35.txt_adboard_data;0.012632655932542019
neurology;32.txt_adboard_data;0.016506368939641133
go;21.txt_adboard_data;0.010071028007510717
meetingsmeetings;26.txt_adboard_data;0.005690165539326203
ultimately;21.txt_adboard_data;0.012378790516985093
incredibly;31.txt_adboard_data;0.004646807517145173
unclamp;32.txt_adboard_data;0.012503609652203056
specific;9.txt_adboard_data;0.006877980294866893
person;1.txt_adboard_data;0.016292520698479022
geared;24.txt_adboard_data;0.007331128364428064
educatorseducators;25.txt_adboard_data;0.004432135217010505
storesstores;2.txt_adboard_data;0.029012281771127406
key;16.txt_adboard_data;0.0028205551665820474
perhaps;34.txt_adboard_data;0.004301789553994701
medication;21.txt_adboard_data;0.007876281137197757
irir;24.txt_adboard_data;0.0017023739112218507
worked;25.txt_adboard_data;0.004432135217010505
proceduralistproceduralist;36.txt_adboard_data;0.0038398821997594683
staff;33.txt_adboard_data;0.03091387556262069
actually;16.txt_adboard_data;0.0025761562968850574
success;36.txt_adboard_data;0.0028220449302147617
form;21.txt_adboard_data;0.007244516055938502
enables;8.txt_adboard_data;0.0028369534504998533
may;25.txt_adboard_data;0.0012166776155090114
boutte;23.txt_adboard_data;0.005641110333164095
radiologyradiology;27.txt_adboard_data;0.011798534711501416
along;24.txt_adboard_data;0.0042313265016766955
calls;26.txt_adboard_data;0.007384901922113355
helped;25.txt_adboard_data;0.011833615452124155
interventional;25.txt_adboard_data;0.006689882002911545
process;40.txt_adboard_data;0.017265749439716083
office;25.txt_adboard_data;0.002769712754278766
say;31.txt_adboard_data;0.004665684582671041
limitations;40.txt_adboard_data;0.0277103200563703
aggressive;22.txt_adboard_data;0.007208651279580818
fnp;8.txt_adboard_data;0.001997677446933688
questions;13.txt_adboard_data;0.013374284110997746
communicationcommunication;1.txt_adboard_data;0.013629876577845763
option;30.txt_adboard_data;0.003365696317821809
resourcesresources;28.txt_adboard_data;0.006546895991292573
incorporate;8.txt_adboard_data;0.007990709787734753
ambassador;18.txt_adboard_data;0.008275189171000626
may;19.txt_adboard_data;0.006669823862023849
reading;1.txt_adboard_data;0.02142145309322243
automatically;18.txt_adboard_data;0.009558306601722666
limited;36.txt_adboard_data;0.0038398821997594683
response;19.txt_adboard_data;0.0027029938508529817
process;16.txt_adboard_data;0.00882960242795132
talk;23.txt_adboard_data;0.01030462518754023
pen;3.txt_adboard_data;0.03713572066704308
refer;34.txt_adboard_data;0.007972438347671336
brad;38.txt_adboard_data;0.012945345435822762
davis;24.txt_adboard_data;0.0068494513286905916
patientpatient;20.txt_adboard_data;0.0036564431476439913
surgical;24.txt_adboard_data;0.0015548645610649295
family;10.txt_adboard_data;0.013391378164007534
touch-point;2.txt_adboard_data;0.029012281771127406
brief;11.txt_adboard_data;0.009861346210103462
comfortable;23.txt_adboard_data;0.0047390399936970366
good;14.txt_adboard_data;0.006085030008159558
practitionerspractitioners;26.txt_adboard_data;0.006393544689575056
codecode;8.txt_adboard_data;0.0056739069009997065
wonder;8.txt_adboard_data;0.0056739069009997065
likely;22.txt_adboard_data;0.012656290579825737
directed;33.txt_adboard_data;0.008097653850252982
replacements;13.txt_adboard_data;0.007157404943470054
nurse;25.txt_adboard_data;0.014569691350359987
healthy;11.txt_adboard_data;0.01783164537517125
availableavailable;29.txt_adboard_data;0.005463093205597224
zoom;18.txt_adboard_data;0.009558306601722666
medicationmedication;21.txt_adboard_data;0.009538023383542694
tubestubes;30.txt_adboard_data;0.0028618748249115097
points;18.txt_adboard_data;0.006081685435051433
flushing;27.txt_adboard_data;0.014506140885563703
thakkar;25.txt_adboard_data;0.003257309487247886
dbsdbs;30.txt_adboard_data;0.00915922864461015
well;28.txt_adboard_data;0.0023056652346147848
discussed;28.txt_adboard_data;0.011186758837571713
portion;32.txt_adboard_data;0.008804578377226256
kit;13.txt_adboard_data;0.030092139249744927
hipaa-protected;8.txt_adboard_data;0.0056739069009997065
also;31.txt_adboard_data;0.003520315906422497
somethingsomething;16.txt_adboard_data;0.0023695199968485183
couponcoupon;8.txt_adboard_data;0.0056739069009997065
please;10.txt_adboard_data;0.022974961960122553
health;8.txt_adboard_data;0.0046148584967828305
idea;7.txt_adboard_data;0.01253660934502833
providersproviders;6.txt_adboard_data;0.01950262566533821
tooltool;11.txt_adboard_data;0.01279841053451001
efficient;26.txt_adboard_data;0.005690165539326203
works;31.txt_adboard_data;0.0032371294681080116
employee;6.txt_adboard_data;0.011789117672077168
undergone;19.txt_adboard_data;0.008626183662495488
stretchstretch;39.txt_adboard_data;0.03345560420454331
another;36.txt_adboard_data;0.0047992085903802405
fortunate;25.txt_adboard_data;0.010238728427608009
rep;38.txt_adboard_data;0.00951392374988244
details;1.txt_adboard_data;0.018545814028625516
mdmd;18.txt_adboard_data;0.007364802865773472
example;11.txt_adboard_data;0.008915822687585624
disorder;25.txt_adboard_data;0.002570080490454387
way;36.txt_adboard_data;0.009659888354669143
centerscenters;36.txt_adboard_data;0.010252324694204482
unpack;9.txt_adboard_data;0.03335543772488899
completeness;16.txt_adboard_data;0.0049779786416947825
yes;14.txt_adboard_data;0.01209076536045022
helpful;28.txt_adboard_data;0.007975997701670186
lot;14.txt_adboard_data;0.02022960628922371
fear;19.txt_adboard_data;0.008108981552558944
definitely;5.txt_adboard_data;0.009838563549066759
npnp;16.txt_adboard_data;0.0035053080134533486
also;6.txt_adboard_data;0.0024213813112958973
ashlyn;1.txt_adboard_data;0.005003499906773979
stakeholderstakeholder;7.txt_adboard_data;0.026337390544002182
seesee;32.txt_adboard_data;0.01016978076142883
higher;21.txt_adboard_data;0.012378790516985093
therapy;35.txt_adboard_data;0.005935581724233368
standard;28.txt_adboard_data;0.007793089460260028
would;24.txt_adboard_data;0.001999198573394626
involved;36.txt_adboard_data;0.0020719338821002377
general;18.txt_adboard_data;0.004163534157930181
submit;16.txt_adboard_data;0.0049779786416947825
comment;9.txt_adboard_data;0.0042245118973361145
surgery;25.txt_adboard_data;0.002769712754278766
purpose;6.txt_adboard_data;0.01917730086440865
rn;36.txt_adboard_data;0.0018042076606700549
communication;24.txt_adboard_data;0.0011415752214484322
say;2.txt_adboard_data;0.01184646476068819
daily;12.txt_adboard_data;0.012531797432794119
glitch;39.txt_adboard_data;0.03345560420454331
ideas;10.txt_adboard_data;0.014559186344517068
really;34.txt_adboard_data;0.008603579107989402
nothingnothing;10.txt_adboard_data;0.02288200671321487
boutte;32.txt_adboard_data;0.014169253564109141
well;4.txt_adboard_data;0.0017389095344860109
onesones;36.txt_adboard_data;0.013305836502838602
would;2.txt_adboard_data;0.001016040064439045
communicate;18.txt_adboard_data;0.007364802865773472
website;2.txt_adboard_data;0.01184646476068819
ashlyn;0.txt_adboard_data;0.006271053216490054
workwork;5.txt_adboard_data;0.0043177693981158016
clear;33.txt_adboard_data;0.005641110333164095
reminder;8.txt_adboard_data;0.0028369534504998533
jessica;19.txt_adboard_data;0.010696559300048272
duopa;28.txt_adboard_data;0.007433884766454276
patient;5.txt_adboard_data;0.0018392294167315865
replace;30.txt_adboard_data;0.005289710833878043
country;20.txt_adboard_data;0.013503898424379301
ask;24.txt_adboard_data;0.008515707403921925
part;31.txt_adboard_data;0.0023328422913355207
wanting;19.txt_adboard_data;0.006074238741082922
teamteam;26.txt_adboard_data;0.0034498459014920832
believe;35.txt_adboard_data;0.006355926540608393
thank;13.txt_adboard_data;0.012566316950111334
ship;22.txt_adboard_data;0.007208651279580818
specialist;24.txt_adboard_data;0.0017023739112218507
made;26.txt_adboard_data;0.0034498459014920832
crucialcrucial;5.txt_adboard_data;0.005603756746093437
formsforms;16.txt_adboard_data;0.02834178847588544
wrong;18.txt_adboard_data;0.01175181033767186
tracktrack;13.txt_adboard_data;0.007157404943470054
care;32.txt_adboard_data;0.004429888194969486
suggestionsuggestion;8.txt_adboard_data;0.0028369534504998533
ideasideas;10.txt_adboard_data;0.014559186344517068
center;30.txt_adboard_data;0.003365696317821809
much;15.txt_adboard_data;0.009022168309362201
want;21.txt_adboard_data;0.010071028007510717
nice;33.txt_adboard_data;0.0037828069000275123
try;29.txt_adboard_data;0.006626643270876948
rolerole;24.txt_adboard_data;0.008462653003353391
hawaii;23.txt_adboard_data;0.009955957283389565
insurance;22.txt_adboard_data;0.022217448263335726
see;26.txt_adboard_data;0.0030640723767724606
think;39.txt_adboard_data;0.0011716498040378175
re-iterating;34.txt_adboard_data;0.011321866057025329
peer;38.txt_adboard_data;0.07353608052879818
helpful;30.txt_adboard_data;0.002514325019790952
dnp;8.txt_adboard_data;0.001997677446933688
area;25.txt_adboard_data;0.005119364213804004
reasons;24.txt_adboard_data;0.0026442241505250357
peoplepeople;13.txt_adboard_data;0.028745923969063288
pulled;30.txt_adboard_data;0.010579421667756087
option;11.txt_adboard_data;0.008143273718119716
costcost;5.txt_adboard_data;0.006889744094071073
physical;8.txt_adboard_data;0.0056739069009997065
day;26.txt_adboard_data;0.0032168136770316315
included;4.txt_adboard_data;0.011754939409330768
many;1.txt_adboard_data;0.020365650873098776
note;30.txt_adboard_data;0.005289710833878043
try;5.txt_adboard_data;0.015712152319444783
making;16.txt_adboard_data;0.0062393504171164
approved;30.txt_adboard_data;0.004075792829394776
small;33.txt_adboard_data;0.01128222066632819
emremr;36.txt_adboard_data;0.00545311610382424
work-flowwork-flow;23.txt_adboard_data;0.009955957283389565
feel;24.txt_adboard_data;0.002982197613874532
bit;28.txt_adboard_data;0.014235648870194465
hi;22.txt_adboard_data;0.014417302559161635
preference;23.txt_adboard_data;0.009955957283389565
use;32.txt_adboard_data;0.007785560279800108
glucerna;4.txt_adboard_data;0.03220914967837295
ambassadorambassador;34.txt_adboard_data;0.009208612457757203
completed;32.txt_adboard_data;0.01016978076142883
cost;13.txt_adboard_data;0.005514876079583927
medicationsmedications;36.txt_adboard_data;0.006179542303289889
thing;18.txt_adboard_data;0.006658652386931036
titration;38.txt_adboard_data;0.020833011428417897
busy;40.txt_adboard_data;0.01763130823372709
ensures;9.txt_adboard_data;0.011118479241629665
partnerpartner;25.txt_adboard_data;0.004432135217010505
rnrn;30.txt_adboard_data;0.0028618748249115097
prevent;1.txt_adboard_data;0.02142145309322243
ages;13.txt_adboard_data;0.017599867614712363
alarms;24.txt_adboard_data;0.0024437094548093547
text;8.txt_adboard_data;0.0029363064896505008
older;8.txt_adboard_data;0.025381721732305566
peoplepeople;10.txt_adboard_data;0.011487480980061276
less;36.txt_adboard_data;0.0020719338821002377
put;30.txt_adboard_data;0.0026555998062488414
change;8.txt_adboard_data;0.0013503910753621042
flavors;0.txt_adboard_data;0.011622043457938658
current;19.txt_adboard_data;0.007016085682100726
young;38.txt_adboard_data;0.025890690871645524
problemproblem;19.txt_adboard_data;0.006074238741082922
agree;10.txt_adboard_data;0.009432266868878665
risk;8.txt_adboard_data;0.001997677446933688
candidatescandidates;30.txt_adboard_data;0.008151585658789552
point;13.txt_adboard_data;0.004765506472047857
always;18.txt_adboard_data;0.004798568004329393
simple;26.txt_adboard_data;0.0034498459014920832
yes;2.txt_adboard_data;0.008973614915959148
referralsreferrals;10.txt_adboard_data;0.019810301348759076
provide;28.txt_adboard_data;0.005616101812474402
proceduralist;30.txt_adboard_data;0.0023041625112188045
know;36.txt_adboard_data;0.00362643307844997
familiar;4.txt_adboard_data;0.013001551427845906
smartphones;8.txt_adboard_data;0.0056739069009997065
comments;1.txt_adboard_data;0.007620671894248575
something;24.txt_adboard_data;0.0008693484927904928
close;32.txt_adboard_data;0.02033956152285766
consistentconsistent;34.txt_adboard_data;0.011321866057025329
practitioner;34.txt_adboard_data;0.011321866057025329
subject;1.txt_adboard_data;0.026337390544002182
protein;13.txt_adboard_data;0.009972199783271126
dietitian;8.txt_adboard_data;0.0056739069009997065
much;21.txt_adboard_data;0.0025513508743688195
etcetc;0.txt_adboard_data;0.011622043457938658
available;34.txt_adboard_data;0.004623010638317343
fill;6.txt_adboard_data;0.016602919225626653
much;8.txt_adboard_data;0.005231341288621781
follow;13.txt_adboard_data;0.009972199783271126
clear;31.txt_adboard_data;0.009711388404324036
either;16.txt_adboard_data;0.0017636418148873154
potential;18.txt_adboard_data;0.004465148650981842
helpfulhelpful;17.txt_adboard_data;0.011287895789682097
dat;20.txt_adboard_data;0.013503898424379301
fortunately;23.txt_adboard_data;0.008097653850252982
feel;19.txt_adboard_data;0.002854042780293397
formform;25.txt_adboard_data;0.005119364213804004
aware;26.txt_adboard_data;0.004321911779092896
outcomes;14.txt_adboard_data;0.02752589240038103
awareness;24.txt_adboard_data;0.009013524433748319
participator;40.txt_adboard_data;0.03406946850187439
phd;28.txt_adboard_data;0.003979684211440923
duopa;30.txt_adboard_data;0.016404018924224845
