Community Name,Room,Topic,Topic Start Date,Topic End Date,Advisor Name,Subtopic,Private Question,Question Number,Question Title,Question Details,Advisor Selections,Advisor Comment,Replied to Response,Replied to Response From,Date/Time Posted
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"From the Duopa Workflow perspective, this is right on point. I have learned more about the optional patient support mechanisms through this Ad Board and know that the majority of these connections are made through Neurology, but this will certainly enhance my practice as well with re-iterating their availability and importance. The Nurse Educator role is vitally important.",,,12/10/20 8:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,Other than COVID related restrictions; in general I personally could do a better job of setting up team meetings between Neuro and GI so we can assess how to improve our efficiency with referral to procedure time,"@all Have you personally noticed improvements in the process and timing recently?  Secondly, any specific recommendations you might suggest to improve the experience?",Douglas Varian,12/10/20 12:21
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"Since all  our providers use Duopa, we have at least one less step.  We do not refer them to the ""Duopa person"".",,,12/5/20 8:58
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,This is an accurate reflection of what I see with my patients.,,,12/10/20 6:45
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,Agree it is accurate,,,12/8/20 11:35
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,This accurately represents the patient experience at Rush University.,,,12/4/20 8:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,I haven't noticed any change but do not have any issues either!,"@all Have you personally noticed improvements in the process and timing recently?  Secondly, any specific recommendations you might suggest to improve the experience?",Douglas Varian,12/10/20 12:49
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,This is an accurate description of the patient experience.,,,12/10/20 8:16
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"Overall , our patieints have loved the 'process' of getting their Duopa Gel Therapy initiated including the interventional procedure . Despite multiple  points of contact and communication, it is really amazing to see all the pieces of the puzzle come together for these patients ! That means everybody's heart is in the right place to help patients!",,,12/11/20 17:24
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"I think that overall, it is a very nice and smooth process.  The patients really appreciate the nurse ambassadors who come out to their homes to assist them with the tubes and troubleshoot any problems.  I think the patients also benefit from the fact that my nurse practitioners are in clinic 5 days a week so they can assist with tube problems even if I am not there.  I know that the neurology nurse practitioner is also available to assist patients 5 days a week.",,,12/10/20 15:18
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,I think this accurately describes the experience of our patients at NM.,,,12/2/20 10:39
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,It seems consistent with what we do at Hoag. I cannot imagine anything different outside of having part of the On-boarding to be a phone call immediately with the Nurse Ambassador. Having such early communication can be re-assuring.,,,12/9/20 22:31
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"@all Have you personally noticed improvements in the process and timing recently?  Secondly, any specific recommendations you might suggest to improve the experience?",,,12/10/20 11:51
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"Yes, this seems like a good representation.
I would like for the Duopa nurse ambassador to perhaps make another visit after 1 month, to make sure that good practices are being followed.",,,12/7/20 9:00
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,4,What are your overall impressions of the intended Duopa Patient Experience?,,,"Have not noticed any changes. Please make sure the teams know what the latest requirements are as far as what we need to put in the chart, as these requirements seem to change a bit (for instance, what drugs have been tried and failed)","@all Have you personally noticed improvements in the process and timing recently?  Secondly, any specific recommendations you might suggest to improve the experience?",Douglas Varian,12/11/20 7:32
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,I think this platform is a great alternative to in-person meetings during the pandemic. It is easy to use and understand.,,,12/10/20 6:48
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Caitlin Houghton, MD",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,"Overall I think the platform works.  I liked that I could fit it in when my schedule allowed.  

I think that there should be a free forum for physicians to start a discussion on a specific issue or ask a specific question related to process that others on the board could help with.",,,12/10/20 15:07
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,"I think the platform was very easy to use and it was convenient to be able to log on whenever rather than having to set aside a full or half day to participate in the advisory board. However, when I logged on I tended to chug through the questions, and since I was one of the first to answer many of the questions, I definitely missed the dialogue aspect of an in person advisory board.

Also, the email notifications were excessive, I would get about 10 per day :)",,,12/8/20 7:08
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,"Super easy to use. The questions were straight forward. It was very simple to reply to others or to ""tag"" them in your comments. It was not at all time consuming.",,,12/10/20 8:28
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,Very helpful and also very insightful. I have learned a great deal from my colleagues and as always from our partners at AbbVie. More importantly I was able to incorporate logging into this platform without having to clear or adjust my schedule to make it for an in-person experience. I also feel that the conversations that are sometimes cut short due to time constraints were able to happen more fluidly without potential interruptions.,,,12/10/20 7:58
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,I enjoyed using this platform. I felt navigating the platform was easy and intuitive. I also thought it was nice that everyone had a chance to give their opinion.,,,12/10/20 12:51
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,"Like  Dr Thakkar , I also believe that there are younger patients who would benefit from this therapy compared to DBS.",,,12/11/20 15:08
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,"Good, but access was a challenge after password reset did not work for 2 days",,,12/11/20 15:09
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Final Feedback on the Platform/Engagement,Y,1,"What are your overall impressions of this platform for the virtual advisory board (navigation, types of questions, ease of use, relevance to your practice, adequate timing, etc.)?",,,The website is easy to use.  Some of the questions seemed redundant.,,,12/10/20 6:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"Making point people for contact has been key. Previously we had several different providers placing these tubes, but they all had various levels of comfort with the tubes themselves. Now becoming a point person from a procedural standpoint has greatly improved communication and direction of the program.",,,12/10/20 8:22
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,I agree with Sandeep. There are metrics regarding this process that would certainly be quantifiable from an external review board to qualify a team or center as a COE. Would be very beneficial to patients (and our respective institutions) if these centers are recognized and also made available through AbbVie's promotional literature to increase visibility of these programs and increase referral patterns.,"@all These are some great comments already.  Adding on the ones listed, can any one else think of other enhancements in their treatment team, or differences that changed in their program since they started and have been beneficial?   Example, a new way of enrolling the patient, new communication system between offices, educating patients, etc.",Douglas Varian,12/10/20 8:53
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,The challenges were mostly local regulatory and insurance.  The same challenges we have for every therapy.,,,12/5/20 8:55
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"The main challenge I face is convincing patients to get the procedure done. Once it is implanted, almost all patients are very happy. We have no major efficiency issues on our treatment team.",,,12/2/20 10:57
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,I think the best thing is putting them in touch with another patient who has Duopa and also letting them know that it is not permanent - if they don't like the tube it can always be removed. This often helps convince them.,"thanks for the comments Avram Fraint Carolyn Taylor, anything you have changed in the way you have presented this therapy to patients over time?",Douglas Varian,12/7/20 7:57
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"I think we were organized from the beginning. Leonard Verhagen, MD, PhD identified an interested GI specialist early. It probably helped being involved in the clinical trial. 
The only thing that I have become better at is writing what is necessary for insurance approval in my epic notes. This makes the process more efficient.",,,12/4/20 7:51
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"We had to get better at the insurance approvals. At first we were not sure what criteria was needed in order to be approved, but now that we now it makes the process much faster.",,,12/10/20 8:11
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"Picking Friday's as a designated procedure day for these procedures and the following monday appointment for dose titration with the nurse educator at the Movement Disorder Team. Early on, we made sure that the scheduling piece works well and the credit for that goes to Pam Salas and my Clinic Facilitator and our IR scheduling team . This is truly the critical piece. Now we do not require any clinical support for placement so that is one less thing to coordinate. This used to be a challenge early on.",,,12/4/20 12:08
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Richard A Pierce, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"Finding an interventional radiologist who is willing to reposition the J-tube has been a major help for us.  It is much easier to get patients into IR than it is to get them into the OR for an endoscopic procedure.  Thus, patients are treated more quickly by IR and they can therefore get back on their medication sooner.  This has drastically improved our efficiency compared to when we first started out.",,,12/10/20 15:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"I agree convincing patient's to move forward with Duopa is a challenge. I think there is some selection bias in this as many patients who would benefit from Duopa the most have already foregone other treatment options earlier in their disease (like other medications, or sometimes DBS), so they are probably more reluctant to try new therapies in general.","The main challenge I face is convincing patients to get the procedure done. Once it is implanted, almost all patients are very happy. We have no major efficiency issues on our treatment team.","Avram Fraint, MD, MS",12/3/20 12:20
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"I haven't felt that we've met any major challenges. It helps that our treatment team is all located in the same building, and we are all Northwestern providers able to communicate through the same EMR.",,,12/3/20 12:20
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,Agreed - it helps for patients to hear success stories. Emphasizing reversibility has been helpful for some patients as well.,I think the best thing is putting them in touch with another patient who has Duopa and also letting them know that it is not permanent - if they don't like the tube it can always be removed. This often helps convince them.,"Avram Fraint, MD, MS",12/7/20 13:03
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,I think having centers of excellence (COE) for Duopa therapy will allow patients to be aware that Duopa therapy is something of substance. The therapy has accolades to it which patients can better grasp its importance. Enrolling patients would be easier because they seek out these COE,"@all These are some great comments already.  Adding on the ones listed, can any one else think of other enhancements in their treatment team, or differences that changed in their program since they started and have been beneficial?   Example, a new way of enrolling the patient, new communication system between offices, educating patients, etc.",Douglas Varian,12/9/20 22:25
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"I agree with Tom Davis that insurances affect efficiency. Tubing problems from Non-abbvie products caused some delays and limited Abbvie from troubleshooting issues since ""it wasn't Abbvie tubing"". Finding the best proceduralist i can see is an issue that other centers may have.",,,12/9/20 22:28
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"thanks for the comments Avram Fraint, MD, MS Carolyn Taylor, RN, MSN, AGPCNP-BC, anything you have changed in the way you have presented this therapy to patients over time?","I agree convincing patient's to move forward with Duopa is a challenge. I think there is some selection bias in this as many patients who would benefit from Duopa the most have already foregone other treatment options earlier in their disease (like other medications, or sometimes DBS), so they are probably more reluctant to try new therapies in general.","Carolyn Taylor, RN, MSN, AGPCNP-BC",12/6/20 6:55
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Douglas Varian,Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"@all These are some great comments already.  Adding on the ones listed, can any one else think of other enhancements in their treatment team, or differences that changed in their program since they started and have been beneficial?   Example, a new way of enrolling the patient, new communication system between offices, educating patients, etc.",,,12/6/20 6:58
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,3,What kinds of challenges has your team overcome to improve the efficiency of your Duopa Treatment Team?,,,"Agree with Jessica Karl, PhD, PA-C's comments. 
As far as improving ways to present patients with the Duopa options, I agree with Avram Fraint, MD, MS as far as the importance of established Duopa patients speaking with potential Duopa patients.
Making sure patients know the stoma is reversible, the therapy does not have to be used at all times, if they prefer to not show the pump during a special event, all need to be emphasized",,,12/7/20 8:57
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,AbbVie Med Info | DUOPA.com | Nurse Educator,,,,12/10/20 7:50
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator | Account Executive,,,,12/6/20 6:40
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator | Account Executive,,,,12/2/20 10:59
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Jessica Karl, PhD, PA-C",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator | Account Executive,,,,12/4/20 9:51
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Dayanna Ocegueda,Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator,,,,12/10/20 8:15
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sanjiv Parikh, MD, DRM",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator,,,,12/11/20 17:37
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Carolyn Taylor, RN, MSN, AGPCNP-BC",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | DUOPA.com | Nurse Educator | Account Executive,,,,12/2/20 10:30
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Sandeep Thakkar, D.O.",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,,"The account executive, DuoConnect Complete, and nurse educator",,,12/10/20 21:09
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Leonard Verhagen, MD, PhD",Best Practices for Successful Duopa Treatment Teams,N,9,Which AbbVie-provided support resources do you currently utilize?,,DuoConnect Complete | Nurse Educator | Account Executive,,,,12/7/20 9:30
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Harold Boutte, Jr, MD",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,"The Nurse Educator program has been invaluable to me and my practice and rely on them for support and guidance. Ryan Trumpinski has been tremendous and an invaluable resource. My lack of knowledge of some of these programs have been completely supplanted by Carolyn, Avram, and Ryan as well which is the great part about working with such a knowledgeable team. This was very easy to adopt into my practice because these mechanisms were already in place.",,,12/10/20 7:52
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Tom Davis,Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,The account executive and the website have been most helpful.,,,12/6/20 6:41
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,Brad Durbin,Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,@all How can your local Duopa Representative be more helpful?,,,12/10/20 11:45
AbbVie Virtual Advisory Community,AbbVie_2020_12_02_Duopa Treatment Team Virtual Advisory Board,Duopa Treatment Team Virtual Advisory Board,12/1/20 21:00,12/11/20 19:00,"Avram Fraint, MD, MS",Best Practices for Successful Duopa Treatment Teams,N,10,Which of these AbbVie-provided support resources have been beneficial to you and your patients?,,,The nurse ambassador and peer mentor.,,,12/2/20 10:59
